date,open,high,low,close,volume
2024-08-01T12:00:00Z,64608.874,64880.813,64608.874,64850.151,0.007167162
2024-08-01T13:00:00Z,64864.3055,64932.47,64455.262,64739.335,0.206658448
2024-08-01T14:00:00Z,64686.7775,64726.4065,63933.2985,63933.2985,0.120960282
2024-08-01T15:00:00Z,63901.415,63920.015,62664.43,62859.595,0.222437119
2024-08-01T16:00:00Z,62842.05,63134.985,62616.5905,62873.078,0.089450972
2024-08-01T17:00:00Z,62843.5505,63224.46,62257.358,63172.8285,1.08363989
2024-08-01T18:00:00Z,63152.754,63358.6185,62748.01,62866.43,0.038965372
2024-08-01T19:00:00Z,62902.59,63405.1945,62902.59,63358.75,0.07030759
2024-08-01T20:00:00Z,63324.13,64706.05,63305.105,64706.05,0.539604214
2024-08-01T21:00:00Z,64720.74,65298.949,64607.85,64832.0,0.001554354
2024-08-01T22:00:00Z,64875.6865,65540.99,64828.295,65151.3275,0.499932469
2024-08-01T23:00:00Z,65179.1,65397.1735,64949.9,65312.7225,0.215105697
2024-08-02T00:00:00Z,65339.325,65539.05,64864.72,64864.72,0.005916202
2024-08-02T01:00:00Z,64840.37,64840.37,64523.288,64622.2225,0.08331392
2024-08-02T02:00:00Z,64652.914,64750.04,63617.13,64299.346,0.001508801
2024-08-02T03:00:00Z,64273.042,64564.6475,64204.45,64562.4,0.006934499
2024-08-02T04:00:00Z,64591.0,64591.0,64393.18,64460.072,0.025243903
2024-08-02T05:00:00Z,64443.556,64443.556,64041.35,64103.1925,0.006969768
2024-08-02T06:00:00Z,64075.15,64555.6165,63797.96,64427.991,0.003102847
2024-08-02T07:00:00Z,64409.8235,64449.9485,64078.04,64115.365,0.062093331
2024-08-02T08:00:00Z,64164.7065,64532.55,64012.371,64532.55,0.000377547
2024-08-02T09:00:00Z,64501.834,64573.613,64387.2,64469.269,0.050772006
2024-08-02T10:00:00Z,64491.018,64843.75,64338.393,64677.232,0.01207038
2024-08-02T11:00:00Z,64730.007,64895.241,64608.2105,64608.2105,0.240793343
2024-08-02T12:00:00Z,64645.5385,64849.866,64179.6295,64777.7015,0.001431986
2024-08-02T13:00:00Z,64746.565,65468.397,64503.01,65169.2235,0.160687533
2024-08-02T14:00:00Z,65205.8055,65309.208,63074.5,63116.907,0.274152621
2024-08-02T15:00:00Z,63143.627,63550.2685,62415.725,63366.215,0.441525792
2024-08-02T16:00:00Z,63383.3,63513.355,62960.85,63274.135,0.033777921
2024-08-02T17:00:00Z,63240.8,63401.05,63026.11,63030.8475,0.018351775
2024-08-02T18:00:00Z,63001.5695,63144.8285,62776.9,62843.46,0.010983843
2024-08-02T19:00:00Z,62810.277,62900.85,62466.0,62568.6725,0.037886866
2024-08-02T20:00:00Z,62616.7065,63097.215,62061.138,62532.5735,0.117673733
2024-08-02T21:00:00Z,62510.704,62664.1,61267.765,61938.676,0.035201476
2024-08-02T22:00:00Z,61969.9,62192.983,61155.422,61313.15,0.009148591
2024-08-02T23:00:00Z,61337.4,61695.3895,61262.621,61409.935,0.0
2024-08-03T00:00:00Z,61421.394,61612.37,60833.2095,61095.671,1.15693958
2024-08-03T01:00:00Z,61069.203,61299.015,60427.469,61269.91,0.017840382
2024-08-03T02:00:00Z,61238.7735,61498.04,61161.52,61378.945,0.013602714
2024-08-03T03:00:00Z,61334.6115,61907.841,61230.35,61813.12,0.081624148
2024-08-03T04:00:00Z,61848.04,61921.89,61331.93,61498.19,0.014757468
2024-08-03T05:00:00Z,61503.845,61677.421,61466.05,61645.59,0.091295493
2024-08-03T06:00:00Z,61609.835,61775.968,61609.835,61775.968,0.0253
2024-08-03T07:00:00Z,61774.8305,61848.617,61589.725,61616.1,0.206310507
2024-08-03T08:00:00Z,61586.35,61674.5975,61430.4175,61575.255,0.001216888
2024-08-03T09:00:00Z,61544.125,61684.189,61424.225,61673.827,0.01785384
2024-08-03T10:00:00Z,61697.054,61820.032,61618.736,61802.685,4.5176e-05
2024-08-03T11:00:00Z,61762.55,61974.334,61749.255,61888.77,0.018899186
2024-08-03T12:00:00Z,61851.21,62136.7905,61813.108,61967.95,0.000237523
2024-08-03T13:00:00Z,61989.8,61998.4,61820.27,61972.6575,0.053761062
2024-08-03T14:00:00Z,61990.9225,62125.3645,61881.098,61956.85,0.008270049
2024-08-03T15:00:00Z,61936.6235,62030.126,60817.591,60850.65,0.008824858
2024-08-03T16:00:00Z,60883.6,61210.499,60372.3535,60891.5745,0.062189397
2024-08-03T17:00:00Z,60854.2985,60968.7335,60437.666,60534.2655,0.001337428
2024-08-03T18:00:00Z,60498.553,60783.779,60151.045,60172.16,0.015576312
2024-08-03T19:00:00Z,60219.05,60568.958,59908.35,60199.886,0.461681559
2024-08-03T20:00:00Z,60155.672,60670.122,60136.885,60357.968,0.131802175
2024-08-03T21:00:00Z,60318.3145,60821.785,59851.4,60603.235,0.026347555
2024-08-03T22:00:00Z,60629.25,60715.844,60333.24,60586.3475,0.007314091
2024-08-03T23:00:00Z,60619.96,60788.886,60355.4175,60643.749,0.0
2024-08-04T00:00:00Z,60610.3,60768.954,60583.019,60702.975,0.026515094
2024-08-04T01:00:00Z,60760.1665,60760.1665,60318.151,60703.9,0.0
2024-08-04T02:00:00Z,60739.2925,61087.267,60697.705,60874.05,0.036492825
2024-08-04T03:00:00Z,60822.183,60869.7305,60658.223,60718.1,0.003200647
2024-08-04T04:00:00Z,60750.2,60767.445,60524.0155,60525.7165,0.004824471
2024-08-04T05:00:00Z,60530.43,60897.395,60530.43,60758.5015,0.001203567
2024-08-04T06:00:00Z,60733.558,60854.6,60686.95,60785.43,0.008684577
2024-08-04T07:00:00Z,60763.878,60797.237,60244.496,60329.755,0.7
2024-08-04T08:00:00Z,60367.054,60626.8235,60118.0005,60516.225,0.013158413
2024-08-04T09:00:00Z,60493.26,60695.3,60469.32,60666.182,0.008157151
2024-08-04T10:00:00Z,60697.14,60796.05,60533.255,60776.1565,1.6475e-05
2024-08-04T11:00:00Z,60801.0105,60983.2,60739.95,60887.07,0.00996169
2024-08-04T12:00:00Z,60905.4,61055.082,60776.22,61043.335,0.159681898
2024-08-04T13:00:00Z,61020.715,61020.715,60792.275,60792.275,0.012419501
2024-08-04T14:00:00Z,60834.1785,60834.1785,59317.935,59556.895,0.04639046
2024-08-04T15:00:00Z,59528.48,59562.66,58957.5445,59016.38,0.552606188
2024-08-04T16:00:00Z,59042.8,59259.435,58583.6020223325,58631.85,0.538637125
2024-08-04T17:00:00Z,58634.175,58690.45,57158.455,57836.194,0.539502971
2024-08-04T18:00:00Z,57792.627,58883.55,57709.91,58740.6,0.580497761
2024-08-04T19:00:00Z,58774.08,59453.7865,58543.3425,59252.0385,0.020140199
2024-08-04T20:00:00Z,59211.494,59555.705,58842.4185,59123.865,0.043749132
2024-08-04T21:00:00Z,59087.9,59087.9,58360.2495,58467.007,0.0
2024-08-04T22:00:00Z,58493.49,59117.6885,58385.305,58680.261,1.7095e-05
2024-08-04T23:00:00Z,58711.6045,58748.134,58007.45,58138.215,0.019117049
2024-08-05T00:00:00Z,58171.2445,58266.1,55694.481,56145.865,0.457708606
2024-08-05T01:00:00Z,56161.6755,56255.5665,52349.315,54423.4,3.638816665
2024-08-05T02:00:00Z,54384.345,54703.235,53610.96,54703.235,0.028956613
2024-08-05T03:00:00Z,54663.13,54683.14,53828.088,53894.0765,0.222234254
2024-08-05T04:00:00Z,53912.6975,54570.985,53439.46280397,53561.013,0.574228869
2024-08-05T05:00:00Z,53576.35,53856.406,52289.606,52725.5,0.964239946
2024-08-05T06:00:00Z,52702.63,52975.052,49088.73,51613.97,2.455297415
2024-08-05T07:00:00Z,51593.757,53084.08,51390.77,52707.525,0.337731568
2024-08-05T08:00:00Z,52679.2095,53179.46,52347.98,52777.1,0.227652555
2024-08-05T09:00:00Z,52746.616,52940.0,51772.875,52657.68,0.235753138
2024-08-05T10:00:00Z,52639.315,52639.315,50696.465,51401.57,0.363914186
2024-08-05T11:00:00Z,51425.35,51897.5835,50664.05,51355.9675,0.071206911
2024-08-05T12:00:00Z,51375.244,51561.759,49569.55,49808.855,2.176845133
2024-08-05T13:00:00Z,49779.9465,52479.6425,49589.489,51994.246,1.139215872
2024-08-05T14:00:00Z,52023.7735,54544.5945,52023.7735,54078.189,0.57158682
2024-08-05T15:00:00Z,54096.7,55004.5245,53614.4774441685,54361.995,0.21278936
2024-08-05T16:00:00Z,54341.1585,55561.96,54099.8995,54104.7245,1.277500935
2024-08-05T17:00:00Z,54137.72,55094.716,53823.051,54757.5765,0.049369104
2024-08-05T18:00:00Z,54719.568,54763.7205,53026.05,53141.8985,0.348686243
2024-08-05T19:00:00Z,53115.586,53613.6775,52600.745,53476.45,1.470747394
2024-08-05T20:00:00Z,53516.8455,54422.92,53516.8455,54422.92,0.024182287
2024-08-05T21:00:00Z,54448.2,55230.25,54312.9515,54401.687,0.008855019
2024-08-05T22:00:00Z,54426.85,54974.85,54233.4425,54702.392,0.006682662
2024-08-05T23:00:00Z,54730.2,55097.8385,53942.975,54022.067,0.009122295
2024-08-06T00:00:00Z,54045.512,56075.92,53983.305,56075.92,0.009929957
2024-08-06T01:00:00Z,56043.2575,56281.4665,55478.2825,55771.1615,0.109152375
2024-08-06T02:00:00Z,55798.0,56075.3755,55670.4545,55872.625,4.161286478
2024-08-06T03:00:00Z,55841.27,55895.19,55518.9085,55703.47,0.50212253
2024-08-06T04:00:00Z,55721.4,55782.017,55290.855,55514.85,0.041062436
2024-08-06T05:00:00Z,55535.6,56026.4535,55308.0425,55977.8875,0.011910573
2024-08-06T06:00:00Z,55999.33,56071.69,55609.8265,55833.02,0.502360163
2024-08-06T07:00:00Z,55817.925,55880.349,55538.605,55697.148,0.027712397
2024-08-06T08:00:00Z,55723.296,55723.296,55697.148,55697.148,0.281632875
2024-08-06T09:00:00Z,55723.296,55723.296,54980.6,55244.3315,0.936021759
2024-08-06T10:00:00Z,55277.4,55436.12,54909.45,55073.705,0.131168078
2024-08-06T11:00:00Z,55097.317,55440.95,54898.0315,55249.8575,0.001323502
2024-08-06T12:00:00Z,55271.485,55460.839,54721.407,54798.935,0.038611977
2024-08-06T13:00:00Z,54822.54,55426.6335,54450.122,55222.066,0.352581369
2024-08-06T14:00:00Z,55174.3145,56629.7,55174.3145,56156.2145,1.270267741
2024-08-06T15:00:00Z,56181.182,56437.9505,55769.74,56419.1235,1.094650059
2024-08-06T16:00:00Z,56452.077,56914.926,56282.445,56836.3405,2.181221277
2024-08-06T17:00:00Z,56861.981,56965.211,56509.982,56539.2255,0.286345297
2024-08-06T18:00:00Z,56557.527,57059.6095,56398.25,56741.04,0.092077868
2024-08-06T19:00:00Z,56722.35,56905.3,56366.35,56790.159,0.040954692
2024-08-06T20:00:00Z,56763.515,56860.235,56268.9,56549.5475,0.040946443
2024-08-06T21:00:00Z,56575.23,56652.2205,56165.721,56512.73,6.091e-05
2024-08-06T22:00:00Z,56542.59,56943.145,55971.217,56202.4515,0.052119011
2024-08-06T23:00:00Z,56236.831,56428.805,55908.103,56078.1425,0.014395288
2024-08-07T00:00:00Z,56038.123,56391.8775,55598.553275434,56293.862,0.001877542
2024-08-07T01:00:00Z,56322.6,57001.073,55826.416,56975.995,0.01236536
2024-08-07T02:00:00Z,57008.865,57311.267,56546.2095,56812.6715,0.003745519
2024-08-07T03:00:00Z,56841.79,57002.695,56634.5745,56917.315,0.00104727
2024-08-07T04:00:00Z,56885.6935,57290.004,56792.4,57106.8775,0.049522998
2024-08-07T05:00:00Z,57120.11,57274.316,56744.43,56838.485,0.007219304
2024-08-07T06:00:00Z,56871.39,57038.635,56750.65,56874.1075,0.008562166
2024-08-07T07:00:00Z,56901.115,57132.32,56597.4911910665,56956.1,0.020676119
2024-08-07T08:00:00Z,56978.4,57472.5445,56931.1225,57384.397,0.084794046
2024-08-07T09:00:00Z,57410.344,57662.079,57222.08,57389.08,0.008639324
2024-08-07T10:00:00Z,57408.1,57721.9535,57293.465,57376.0005,0.064457497
2024-08-07T11:00:00Z,57402.3,57402.3,56866.4,56995.22,0.935460816
2024-08-07T12:00:00Z,57020.961,57353.6,56869.212,57321.7715,0.440274397
2024-08-07T13:00:00Z,57350.743,57501.15,56742.23,56857.35,0.285681512
2024-08-07T14:00:00Z,56876.265,57027.9275,55710.3355,56123.306,0.392894206
2024-08-07T15:00:00Z,56165.0,56417.3195,55806.375,56108.875,0.041318089
2024-08-07T16:00:00Z,56083.35,56297.5725,55845.88,56152.87,0.041117925
2024-08-07T17:00:00Z,56125.6175,56302.0,55506.05,55604.784,2.132363769
2024-08-07T18:00:00Z,55623.118,55623.118,54668.86,54788.3,0.030155294
2024-08-07T19:00:00Z,54816.025,55147.652,54716.6045,54790.625,0.226216905
2024-08-07T20:00:00Z,54751.815,55289.8,54664.695,55153.655,0.074491258
2024-08-07T21:00:00Z,55172.286,55569.2265,54889.0855,55454.1,0.003569769
2024-08-07T22:00:00Z,55474.3,55474.3,54575.575,55312.117,1.8026e-05
2024-08-07T23:00:00Z,55336.5915,55437.78,54939.7525,55131.265,0.006950119
2024-08-08T00:00:00Z,55090.5125,55355.1115,54740.01,55307.792,0.0001
2024-08-08T01:00:00Z,55325.277,57318.2,55300.64,56898.65,0.020437284
2024-08-08T02:00:00Z,56857.46,57646.7125,56857.46,57399.5535,0.001349505
2024-08-08T03:00:00Z,57424.872,57639.624,57088.86,57088.86,1.7414e-05
2024-08-08T04:00:00Z,57125.3,57225.018,56712.9745,56749.1,0.014751785
2024-08-08T05:00:00Z,56800.6055,57020.11,56743.25,56976.545,0.048973363
2024-08-08T06:00:00Z,57002.101,57367.553,56828.88,57254.572,0.0
2024-08-08T07:00:00Z,57215.469,57448.335,57154.585,57211.97,0.0
2024-08-08T08:00:00Z,57245.44,57395.5765,57153.395,57227.895,0.019448901
2024-08-08T09:00:00Z,57262.8935,57489.41,57007.85,57387.9,0.051538342
2024-08-08T10:00:00Z,57415.419,57557.0505,57235.7755,57409.195,0.004090032
2024-08-08T11:00:00Z,57372.345,57669.2,57278.99,57362.959,0.508641297
2024-08-08T12:00:00Z,57378.75,58487.75,57136.079,57955.5,0.005685055
2024-08-08T13:00:00Z,57981.4,58262.656,56756.977,57300.8865,0.211138396
2024-08-08T14:00:00Z,57269.1005,59032.454,57205.971,58975.0165,0.053580334
2024-08-08T15:00:00Z,58942.4555,59535.255,58716.7695,59452.335,0.302905679
2024-08-08T16:00:00Z,59472.55,59878.2485,59409.5,59608.495,0.293972697
2024-08-08T17:00:00Z,59577.805,59876.885,59311.95,59485.168,1.040881287
2024-08-08T18:00:00Z,59507.65,59743.245,59367.42,59380.25,1.056627208
2024-08-08T19:00:00Z,59350.334,59868.98,59302.685,59434.649,0.070915223
2024-08-08T20:00:00Z,59463.6115,59710.185,59336.2,59553.665,0.010183938
2024-08-08T21:00:00Z,59541.6215,61360.301,59541.6215,61154.5895,0.072090212
2024-08-08T22:00:00Z,61179.487,62563.655,60668.225,62353.4,0.058818552
2024-08-08T23:00:00Z,62364.5025,62758.5,61658.535,61707.528,0.206751037
2024-08-09T00:00:00Z,61741.116,61741.116,61114.795,61244.55,0.022716323
2024-08-09T01:00:00Z,61237.28,61540.81,60820.33,61417.405,0.000256889
2024-08-09T02:00:00Z,61380.157,61480.8,61187.7745,61265.7795,0.008558503
2024-08-09T03:00:00Z,61292.86,61575.28,61198.65,61385.89,0.017282106
2024-08-09T04:00:00Z,61353.335,61394.43,60754.4,60773.872,0.006759251
2024-08-09T05:00:00Z,60782.1,61013.67,60611.263,60970.192,0.036887793
2024-08-09T06:00:00Z,61002.0675,61121.286,60773.3285,60900.155,0.047895814
2024-08-09T07:00:00Z,60872.418,61207.695,60785.42,60891.4145,0.088227219
2024-08-09T08:00:00Z,60923.86,61126.5505,60635.315,61103.3415,0.073879404
2024-08-09T09:00:00Z,61135.205,61212.4,60749.015,60772.175,0.024056402
2024-08-09T10:00:00Z,60728.9615,60870.1725,60217.81,60648.7525,0.001390322
2024-08-09T11:00:00Z,60674.775,60790.7175,60394.813,60705.5255,0.840210955
2024-08-09T12:00:00Z,60665.4455,60783.835,60297.0195,60581.1525,0.110159101
2024-08-09T13:00:00Z,60547.85,60761.775,59840.75,60494.0365,0.208208615
2024-08-09T14:00:00Z,60479.14,61123.018,59580.759,60380.8995,0.034417796
2024-08-09T15:00:00Z,60349.35,60582.635,59839.2,59839.2,0.142138321
2024-08-09T16:00:00Z,59812.7,60439.2185,59761.119,60437.125,0.043384777
2024-08-09T17:00:00Z,60409.3585,60726.467,60179.505,60209.109,0.009535039
2024-08-09T18:00:00Z,60183.375,60367.475,59861.221,60327.329,0.006500313
2024-08-09T19:00:00Z,60302.775,60770.499,60163.703,60692.577,0.012701414
2024-08-09T20:00:00Z,60662.3085,60952.69,60555.725,60766.121,4.5712e-05
2024-08-09T21:00:00Z,60745.8845,60897.7955,59988.057,60789.15,0.009649821
2024-08-09T22:00:00Z,60823.589,61016.9275,60335.095,60799.76,0.012065538
2024-08-09T23:00:00Z,60830.145,60931.6355,60389.5155,60874.653,0.012016227
2024-08-10T00:00:00Z,60846.3715,61462.101,60533.9565,60579.634,0.01597509
2024-08-10T01:00:00Z,60618.4,60985.4955,60487.133,60501.545,0.038147644
2024-08-10T02:00:00Z,60469.3315,60731.3885,60384.2775,60553.634,0.000111956
2024-08-10T03:00:00Z,60516.4035,60531.607,60320.5915,60463.4265,5.0233e-05
2024-08-10T04:00:00Z,60441.0175,60444.095,60277.7235,60444.095,8.7889e-05
2024-08-10T05:00:00Z,60432.2805,60493.4,60366.5,60404.205,0.00018964
2024-08-10T06:00:00Z,60418.46,60525.025,60353.872,60481.235,5.8374e-05
2024-08-10T07:00:00Z,60494.9,60860.955,60494.9,60851.66,0.001654755
2024-08-10T08:00:00Z,60865.1,60897.947,60630.865,60759.886,0.000971644
2024-08-10T09:00:00Z,60794.125,61131.4985,60794.125,60918.3915,0.009032837
2024-08-10T10:00:00Z,60949.6265,61028.583,60663.81,60802.964,0.009723603
2024-08-10T11:00:00Z,60822.67,61023.65,60792.3555,60940.3,0.001562113
2024-08-10T12:00:00Z,60953.025,60953.025,60735.505,60735.505,7.146e-05
2024-08-10T13:00:00Z,60754.85,60754.85,60463.904,60463.904,0.005927974
2024-08-10T14:00:00Z,60492.815,60692.1,60441.7945,60577.11,0.002393261
2024-08-10T15:00:00Z,60604.795,60786.73,60512.8185,60512.8185,0.608303539
2024-08-10T16:00:00Z,60555.19,60713.525,60445.8465,60687.775,0.00164312
2024-08-10T17:00:00Z,60654.6415,60842.9775,60577.7135,60785.51,0.00163472
2024-08-10T18:00:00Z,60809.23,61191.1895,60795.245,60956.6,0.010840298
2024-08-10T19:00:00Z,60927.55,61153.576,60864.136,61033.405,0.017530485
2024-08-10T20:00:00Z,61064.185,61109.268,60940.445,61007.602,0.024407964
2024-08-10T21:00:00Z,61037.557,61175.54,60997.81,61084.35,0.004213474
2024-08-10T22:00:00Z,61071.83,61071.83,60918.8475,60959.215,0.009824947
2024-08-10T23:00:00Z,60921.728,60949.511,60777.3375,60938.479,2.2474e-05
2024-08-11T00:00:00Z,60945.73,61245.091,60911.069,61099.1,1.8859e-05
2024-08-11T01:00:00Z,61135.0585,61194.3565,60980.51,61153.75,0.02446165
2024-08-11T02:00:00Z,61112.3195,61144.3875,60996.2,61063.49,0.001814312
2024-08-11T03:00:00Z,61057.185,61388.37,61057.185,61108.18,0.011629999
2024-08-11T04:00:00Z,61140.3,61174.1465,60893.803,60915.33,0.058205461
2024-08-11T05:00:00Z,60942.7185,61138.39,60931.4,61138.39,0.008961223
2024-08-11T06:00:00Z,61164.516,61187.45,61044.555,61147.05,0.023646748
2024-08-11T07:00:00Z,61169.23,61278.755,61105.05,61277.91,0.002835929
2024-08-11T08:00:00Z,61310.7725,61436.076,61192.145,61307.487,0.500023325
2024-08-11T09:00:00Z,61274.5535,61859.605,61057.4485,61136.593,0.04336854
2024-08-11T10:00:00Z,61114.267,61270.6885,60985.9285,61077.685,0.006210677
2024-08-11T11:00:00Z,61043.3465,61043.3465,60471.3025,60709.5175,0.005929715
2024-08-11T12:00:00Z,60685.905,60721.447,60288.58,60541.489,1.7061e-05
2024-08-11T13:00:00Z,60504.2355,60640.72,60203.822,60479.85,0.003326936
2024-08-11T14:00:00Z,60523.998,60764.45,60242.5855,60363.0995,0.001166611
2024-08-11T15:00:00Z,60400.8865,60443.66,59966.575,60163.55,0.044531172
2024-08-11T16:00:00Z,60126.165,60309.058,60033.385,60194.742,0.007118605
2024-08-11T17:00:00Z,60237.428,60363.5505,60055.7175,60307.035,0.000296289
2024-08-11T18:00:00Z,60282.0805,60342.606,60174.355,60263.385,0.001672007
2024-08-11T19:00:00Z,60292.9545,60302.009,59569.074937965,59642.225,1.163126272
2024-08-11T20:00:00Z,59670.6225,59670.6225,58320.08,58535.2,0.071881258
2024-08-11T21:00:00Z,58517.6695,59071.8905,58341.5945,59036.47,0.016496143
2024-08-11T22:00:00Z,59008.035,59341.35,58540.81,59016.82,0.008321234
2024-08-11T23:00:00Z,58971.71,59021.85,58737.482,58737.482,9.8316e-05
2024-08-12T00:00:00Z,58699.4695,59099.45,58164.3555,58447.4225,0.014532637
2024-08-12T01:00:00Z,58489.887,58770.865,58306.995,58616.41,0.0
2024-08-12T02:00:00Z,58586.5385,58750.505,58349.55,58729.3665,0.183420365
2024-08-12T03:00:00Z,58752.915,58829.4895,58454.714,58527.33,0.036934243
2024-08-12T04:00:00Z,58561.0015,58665.664,58375.475,58532.8555,0.0
2024-08-12T05:00:00Z,58562.355,58704.3,58436.95,58586.29,0.001790043
2024-08-12T06:00:00Z,58630.1705,58648.8,58181.831,58432.6,0.025985843
2024-08-12T07:00:00Z,58472.005,58983.95,57693.6135,58704.731,0.016312187
2024-08-12T08:00:00Z,58729.362,59007.5405,58258.352,58359.2855,0.025451714
2024-08-12T09:00:00Z,58321.61,58650.25,58184.0,58342.5735,0.0402
2024-08-12T10:00:00Z,58322.9445,59046.25,58159.15,58997.5265,0.004898908
2024-08-12T11:00:00Z,59021.795,60002.9,58923.88,59901.326,0.007395638
2024-08-12T12:00:00Z,59872.5925,59943.65,59552.31,59737.689,0.006858497
2024-08-12T13:00:00Z,59764.8,59906.89,58036.2,58166.3875,1.007988318
2024-08-12T14:00:00Z,58204.01,60695.531,57845.205,60284.9,0.291490869
2024-08-12T15:00:00Z,60326.71,60529.76,59278.955,60208.24,0.037890219
2024-08-12T16:00:00Z,60228.8,60418.4325,59594.134,59634.645,0.017705798
2024-08-12T17:00:00Z,59611.656,59908.51,59291.0235,59338.819,0.003977998
2024-08-12T18:00:00Z,59300.0785,59490.647,58500.735,58537.6465,0.032741392
2024-08-12T19:00:00Z,58569.15,59284.845,58569.15,59067.4815,0.006040406
2024-08-12T20:00:00Z,59042.1075,59399.5865,58747.538,58862.7,0.0082
2024-08-12T21:00:00Z,58843.5995,59232.87,58575.015,58992.885,0.0071
2024-08-12T22:00:00Z,59033.3,59284.45,58878.6815,59070.79,5.6251e-05
2024-08-12T23:00:00Z,59102.88,59744.3,58998.98,59354.834,0.037286971
2024-08-13T00:00:00Z,59324.546,59903.24,59303.595,59793.42,0.004499
2024-08-13T01:00:00Z,59817.5935,59920.5,59505.6225,59739.15,0.037181795
2024-08-13T02:00:00Z,59755.199,59803.533,59330.89,59479.985,0.005373628
2024-08-13T03:00:00Z,59513.93,59515.58,58905.1,59039.245,0.003915132
2024-08-13T04:00:00Z,59048.862,59256.99,58864.0,59228.225,0.0
2024-08-13T05:00:00Z,59195.65,59383.1,59119.031,59224.725,0.043329648
2024-08-13T06:00:00Z,59185.204,59478.775,59020.655,59412.09,0.024782514
2024-08-13T07:00:00Z,59369.3355,59464.528,59108.434,59251.045,0.039972414
2024-08-13T08:00:00Z,59207.1185,59338.075,58955.207,59109.46,0.0074
2024-08-13T09:00:00Z,59074.835,59096.633,58728.197,58959.1685,0.005553049
2024-08-13T10:00:00Z,58932.695,58966.6,58445.645,58686.85,0.012192242
2024-08-13T11:00:00Z,58725.07,58924.006,58630.4925,58857.47,0.0
2024-08-13T12:00:00Z,58829.352,59193.29,58751.668,59168.774,0.0001
2024-08-13T13:00:00Z,59192.74,59431.308,58854.461,59406.05,0.057354851
2024-08-13T14:00:00Z,59370.108,59791.22,59059.45,59656.982,0.107416057
2024-08-13T15:00:00Z,59687.63,59747.33,59401.78,59494.3525,0.053287613
2024-08-13T16:00:00Z,59535.788,61186.3445,59490.4,61186.3445,0.11118454
2024-08-13T17:00:00Z,61215.232,61592.28,60954.382,61195.314,0.270325077
2024-08-13T18:00:00Z,61223.6405,61223.6405,60779.6,60843.7365,0.045237052
